TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,TranslatedInstructions,URL,Cleaned-Ingredients,image-url,Ingredient-count
Palak Mushroom Makhani Recipe - Creamy Spinach & Mushroom,"1 Tomato - chopped or pureed,1 teaspoon Cumin powder (Jeera),1 inch Cinnamon Stick (Dalchini),500 grams Spinach Leaves (Palak) - washed and chopped,1 teaspoon Garam masala powder,Salt - to taste,200 grams Button mushrooms - quatered,2 Green Chillies - slit,2 cloves Garlic - finely chopped,2 inch Ginger - finely chopped,1 tablespoon Ghee,1/4 teaspoon Turmeric powder (Haldi),2 tablespoons Fresh cream,1/2 teaspoon Cumin seeds (Jeera)",40,North Indian Recipes,"To begin making the Palak Mushroom Makhani Recipe, we will first steam the washed and chopped spinach.Add the chopped spinach, tomatoes, green chillies, ginger and garlic into the pressure cooker, add 2 tablespoons water and pressure cook for one whistle.
After the first whistle, release the pressure immediately by running it under cold water.
This helps to retain the fresh green color of the spinach/ palak.Once cooked allow the palak to cool completely and then pulse it in your blender, with almost no water.
You can also choose to mash the spinach with a masher to give it a different texture as well.Melt the ghee in a frying pan on medium heat; add cumin seeds and the cinnamon stick.
Saute the ingredients for a few seconds.
 Stir in the turmeric powder and sauté for a few seconds and add the mushrooms.Roast the mushroom, along with a little salt until just about cooked.
Stir in the garam masala as well and saute for a few seconds.Once the mushrooms are cooked, add the cooked palak puree, the fresh cream, any more salt if required.
Give the Palak Mushroom Makhani a brisk boil for about 2 to 3 minutes and turn off the heat.
Transfer the Palak Mushroom Makhani to as serving bowl and serve hot.Serve the Palak Mushroom Makhani Recipe along with hot Phulkas smeared with ghee, Jeera pulao and a raita for lunch or dinner.
You can also pack the Palak Mushroom Makhani Recipe along with Phulkas into a kids lunch box.",https://www.archanaskitchen.com/palak-mushroom-gravy-recipe-spinach-mushroom-curry,"tomato,green chillies,cumin powder (jeera),ginger,button mushrooms,salt,ghee,cloves garlic,cinnamon stick (dalchini),cumin seeds (jeera),turmeric powder,spinach leaves (palak),garam masala powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Palak_Mushroom_Gravy_Recipe_Spinach_Mushroom_Curry_.jpg,13
Dahi Bhalla Papdi Chaat Recipe,"1 Carrot (Gajjar) - grated,1 cup Green Chutney (Coriander & Mint),2 sprig Coriander (Dhania) Leaves - chopped,2 Onions - finely chopped,4 Curd Vada,1 cup Papdi puris,1 cup Boondi - or sev,Chaat Masala Powder - to taste,1 cup Sweet Chutney (Date & Tamarind),1/4 cup Raw Peanuts (Moongphali) - roasted and halved,Cumin powder (Jeera) - to taste,1 Anardana Powder (Pomegranate Seed Powder)",40,North Indian Recipes,"To begin making the Dahi Bhalla Papdi Chaat, you can either use the puri's or papdi.
We will be making a plate at a time.In a flat plate or a bowl; arrange the papdis or puri's.
Add the dahi bhalla over the papdi or into the puri.
If your bhalla's are large, then break them into small pieces and add them.
Pour some of the dahi as well.
Next drizzle the date chutney and the green chutneys around each of the papdi/ puri's.
Sprinkle chaat masala powder and the cumin powder.
Next sprinkle the grated carrots, pomegranates and the crisp boondi/sev.Finally sprinkle the onions and the chopped coriander leaves.
The chaat is now ready to be served.
Proceed the same way with the remaining Bhalla's and Papdi.Serve the Dahi Bhalla Papdi (Puri) Chaat Recipe as an Appetizer or as as Tea Time Snack to fill your hunger craving.",https://www.archanaskitchen.com/dahi-bhalla-papdi-puri-chaat-recipe,"cumin powder (jeera),curd vada,anardana powder (pomegranate seed powder),chaat masala powder,boondi sev,sweet chutney (date tamarind),carrot,coriander (dhania) leaves,onion,peanuts (moongphali),papdi puris,green chutney (coriander mint)",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Street_Food/Dahi_Bhalla_Puri_Recipe-1.jpg,12
Wheat Grass Shikanji - Wheat Grass Lemonade Recipe,"1 teaspoon Cumin powder (Jeera),Black Salt (Kala Namak) - to taste,1/2 teaspoon Black pepper powder,50 grams Wheat Grass Powder,1 Lemon - juiced",30,Indian,"To make the Wheat Grass Shikanji, soak the cut wheat grass in water for a few minutes to remove the dirt.Wash it well again, drain the water and then cut it into small pieces.Add boiled water to it and grind in a blender along with ginger to make a fresh green juice and strain.
Drink the Wheat Grass Shikanji early morning in an empty stomach to get the best results.Serve Wheat Grass Shikanji in evening with some snacks like Kala Chana Chaat or Baked Mathri.
You can also drink this empty stomach every morning.",https://www.archanaskitchen.com/wheat-grass-shikanji-lemonade-recipe,"black salt,cumin powder (jeera),lemon,black pepper powder,wheat grass powder",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Beverages/Wheat_Grass_Shikanji_Juice_Recipe_Lemonade-1.jpg,5
Chole Masala Recipe - Dry Masala Chickpeas (Recipe)," oil - as per use, 1 teaspoon cumin seeds, 2 teaspoon Amchoor powder, 2 teaspoons chana masala powder, 1/4 teaspoon ginger-paste,1 cup Kabuli Channa - Soak it overnight and then boil it, 1 tablespoon Coriander powder, salt - as per taste, 1/4 teaspoon turmeric powder, 2 teaspoons red chilli powder, 1/4 teaspoon Spoon cumin powder",40,Punjabi,"To make Chole Masala, first of all, cook Kabuli Chana in a pressure cooker till 3 years.
Take water out of it and keep it aside.
Now heat oil in a pan and add cumin seeds.
After 10 seconds, add ginger to it and cook for 30 seconds.
Now add chola masala, red chilli powder, mango powder, turmeric powder, coriander powder, cumin powder and salt.
Cook for 1 to 2 minutes and then add the cooked gram.
Mix well and cook for another minute.
Turn off the gas and garnish with green coriander.
Serve Chole Masala with Puri and Tomato Onion Cucumber Raita.",https://www.archanaskitchen.com/dry-masala-chickpeas-recipe-in-hindi,"turmeric powder,salt,gingerpaste,red chilli powder,kabuli channa soak then boil,spoon cumin powder,amchoor powder,oil,coriander powder,chana masala powder,cumin seeds",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Waagmi_Soni/Dry_Chole_recipe_1600.jpg,11
Rajasthani Kachri Chutney Recipe - Rajasthani Kachri Ki Chutney Recipe,"6 kachris, 1 tablespoon cumin seeds, 3 tablespoons curd, 4 dry red chillies, salt - as per taste, 12 cloves garlic, 1 tsp ghee",18,Rajasthani,"To make Rajasthani kachri chutney, firstly peel and cut the kachri.
Taste them before making and see that it is not sour.
In a mixer grinder, add kachri, garlic, dry red chilli, cumin, salt and curd.
Grind it well.
If too thick, add a little more curd and grind again.
Now heat the ghee in a tempering pan.
Add cumin seeds and let it cook for 10 seconds.
Add the crushed kachri mixture to it and mix.
Serve.
Serve Rajasthani kachri chutney with panchamel dal, sev tomato vegetable, spinach raita and phulka for dinner.",https://www.archanaskitchen.com/rajasthani-kachri-ki-chutney-recipe-wild-cucumber-chutney-in-hindi,"salt,ghee,cloves garlic,curd,kachris,dry red chillies,cumin seeds",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/pooja/kachri_ki_chutney_recipe_new.jpg,7
Fasting Potato Paneer Recipe - Potato Paneer Curry Without Onion And Garlic Recipe," 1 teaspoon Cumin Powder - Baked, 2 inch Ginger - Grated, 5 Tomatoes,7 Potatoes - Chopped, 1 teaspoon Red Chilli Powder, 350 gms Cheese - Chopped, Salt - As per taste, oil - Green coriander - Finely chopped according to use, 1 teaspoon Coriander Powder, 2 Green Chillies",80,North Indian Recipes,"To make Aloo Paneer Curry, firstly grind tomatoes, ginger and green chillies in a blender.
Keep it separately.
Heat the oil in a pressure cooker and add grated ginger to it.
Cook it for 1 minute.
Add tomato puree to it and cook for at least 10 minutes.
Now add red chili powder, coriander powder and salt.
Cook it well for the next 5 minutes.
Add potatoes and cook for 2 minutes.
After 2 minutes add 2 cups of water and roasted cumin seeds.
Close the cooker and cook till one city comes.
After coming to a city, turn off the gas and let the pressure drain.
Open the cooker and let the curry boil.
Add pieces of pannaer, cook for 2 minutes and garnish with green coriander.",https://www.archanaskitchen.com/potato-paneer-curry-without-onion-and-garlic-recipe-recipe-in-hindi,"tomato,salt per,gms cheese,ginger grated,red chilli powder,coriander powder,potatoes,oil coriander (dhania) leaves finely,green chillies,cumin powder baked",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Neha_Kaushal/Potato_Paneer_curry_without_Onion_and_Garlic_Vrat_wale_aloo_paneer.jpg,10
 Katachi Amti (Recipe In Hindi)," 3 long, coriander leaves - little, 1 tablespoon oil,2 cups lentil water - chana lentil water, 1 teaspoon cumin, 1 bay leaf, 1 teaspoon mustard, 1 cup water - as per the experiment, 1/2 teaspoon goda masala, 2 whole black peppers, 5 curry leaves - break, 1 teaspoon tamarind paste - reduce as much as you like, 1 teaspoon Jaggery - grated, salt - to taste",25,Maharashtrian Recipes,"To make kachchi mango, first mix the water in the lentils.
Keep it aside.
Now heat the oil in a saucepan.
Add mustard seeds and let it cook for 10 seconds.
After 10 seconds, add long, bay leaves and black pepper.
After cooking for 20 seconds, add cumin seeds, curry leaves and coriander leaves.
After 30 seconds, add lentil water, jaggery, tamarind paste, goda masala and salt.
Cook until it boils.
Turn off the gas after boiling and serve.
Serve Katachi Amati with Puran Poli on festival days.",https://www.archanaskitchen.com/katachi-amti-recipe-spicy-accompaniment-to-maharashtrian-puran-poli-in-hindi,"salt,cumin,black peppers,lentil water chana lentil water,coriander leaves,curry leaves break,jaggery,water,mustard,bay leaf,goda masala,oil,tamarind paste reduce you like",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuli_Ajay/Katachi_Amti_Spicy_accompaniment_to_Maharashtrian_Puran_Poli.jpg,13
Khara Obbattu Recipe (Bread Stuffed With Spicy Potato Mixture Recipe),"2 tablespoon Curd (Dahi / Yogurt),4 cloves Garlic - finely crushed,2 sprig Coriander (Dhania) Leaves - finely chopped,5 Curry leaves - finely chopped,Salt - to taste,Salt - a pinch,1/4 cup Sooji (Semolina/ Rava),1 Onion - finely chopped,1/4 cup All Purpose Flour (Maida),2 Green Chillies - finely chopped,Sunflower Oil - for kneading,1/2 inch Ginger - finely chopped,2 teaspoon Red Chilli powder,1 cup Whole Wheat Flour,1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Turmeric powder (Haldi),Sunflower Oil - as needed,1/2 teaspoon Cumin seeds (Jeera),4 Potatoes (Aloo) - boiled and mashed",75,Karnataka,"We begin by baking Kara Obbattu Recipe(Bread Stuffed with Spicy Potato Mixture Recipe) the dough by combining all the ingredients with curd and soak it for 10 minutes then knead with enough water till it is soft and stretchy.
Add oil for a good binding.For the filling heat the pan with oil and temper with cumin and curry leaves.
Then add the rest of the ingredients except boiled potato and the spice powders.Once the onions are translucent add the spice powders.
Then add the mashed potato and combine it together, finally add some coriander leaves.
Bind them and make small balls and keep it aside.Make small balls and divide the dough equally.Keeping a little flour for dusting handy on a plate; roll out the dough into 3 inch diameter circles.
Place a portion of the filling (potato) mixture into the center of the circle.
Bring edges of the circle towards the center and fold over to cover the entire filling; making sure the edges are all sealed well by pinching them together if there is any opening.Flatten the stuffed dough; dust the dough over a little flour and roll gently into a 5 to 6 inch diameter circle taking care not to put too much pressure as the filling can come out of the dough.Preheat an iron skillet on medium-high; place the rolled obbattu onto the skillet to cook until golden brown on both sides.
You can cook the obbattu with ghee to give it a richer taste and flavor.Repeat the above process for all the remaining dough and filling portions.Serve the Karnataka style Kara Obbattu hot with ghee smeared on the top, or with allam pachadi recipe",https://www.archanaskitchen.com/kara-obbattu-recipe-bread-stuffed-with-spicy-potato-mixture-recipe,"salt,wheat flour,ginger,red chilli powder,cloves garlic,curry leaves,curd,coriander (dhania) leaves,onion,cumin seeds (jeera),potato (aloo),sooji (semolina rava),flour (maida),turmeric powder,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/sept-23/Spicy_Masala_Kara_Obbattu_Recipe_South_Indian_Style_Savory_Potato_Bread_Puran_Poli-5.jpg,16
Cauliflower Matar Bhurji (Recipe in Hindi)," coriander leaves - little, 1 teaspoon red chilli powder, 1 onion - finely chopped, 1 teaspoon ginger garlic paste,1 cabbage, 1 cup green peas, 1/2 teaspoon garam masala powder , 1/4 teaspoon turmeric powder, 1-1 / 2 tablespoon oil, salt - as per use, 3 green chillies, 1 tomato - finely chopped",45,Indian,"To make cabbage pea bhurji, first boil water.
Add cabbage pieces to it and keep it aside for 10 minutes.
Remove water from it and finely chop it.
Now put it in the food processor and bark at once.
Now heat oil in a pan.
Add grated cauliflower and fry it for 5 minutes.
Keep it separately.
Now heat oil in another pan and add finely chopped onions.
Cook till the onion becomes soft and then add ginger garlic paste.
Cook for 1 minute and then add tomatoes to it.
Cook till the tomatoes are soft and then add peas, turmeric powder, red chili powder and salt.
Let it cook for 5 minutes.
Cover the pan and cook until the cauliflower is cooked.
Add some garam masala, mix and serve hot.
Serve cabbage peas bhurji with dal fry and tawa paratha for dinner.",https://www.archanaskitchen.com/cauliflower-matar-bhurji-recipe-in-hindi,"tomato,turmeric powder,salt,coriander leaves,red chilli powder,ginger garlic paste,onion,oil,green chillies,green peas,garam masala powder,cabbage",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Karthika_Gopalakrishnan/Cauliflower_Bhurji_with_Matar.jpg,12
Kashmiri Style Paneer Masala Recipe,"6 Cardamom (Elaichi) Pods/Seeds,3 teaspoon Homemade tomato puree,2 sprig Coriander (Dhania) Leaves - to garnish,1 pinch Saffron strands,1/2 teaspoon Dry ginger powder,Salt - to taste,1 pinch Garam masala powder,1/2 teaspoon Kashmiri Red Chilli Powder,2 Bay leaves (tej patta),2 inch Cinnamon Stick (Dalchini),1/2 teaspoon Ajwain (Carom seeds),350 grams Paneer (Homemade Cottage Cheese) - diced in cubes,1/4 cup Curd (Dahi / Yogurt),1 teaspoon Fennel seeds (Saunf) - powdered,1 pinch Asafoetida (hing)",35,Kashmiri,"To begin making the Kashmiri Style Paneer Masala, firstly, have a bowl ready with 500 ml warm water.In a Frying pan, heat a little oil and shallow fry the paneer cubes in batches, till they are golden brown.
Use only medium flame such that paneer won’t break/splutterDrain the fried paneer on a kitchen towel and add the fried paneer to the bowl of warm water.
Let it soak, while we make the curry.
The paneer will retain moisture and stay soft this way.to make the curry add a little oil to a heavy bottomed pan, and add hing.
Let it sizzle for a few seconds.Add cinnamon stick, bay leaf and green cardamom.Fry the spices for a minute, as they begin to splutter and release their aroma in the oil.
Care not to over fry them.
Add shahi jeera and fry till it splutters.On a low heat, add tomato puree and stir to ensure that it does not stick to the bottom.
Add red chilli powder, ginger powder and fennel powder.Stir and fry for a couple of minutes so that it blends well.Add required water (you can add the warm water in which the paneer are soaked) and continue to cook on a medium heat.Bring it to boil and simmer for 5-7 minutes without lid, till a thick consistency is achieved.Crush the saffron into the gravy and whisk in the yogurt.
Simmer for few more minutes.
When the gravy is done and cooked, add paneer cubes.
Stir, making sure that the paneer does not break.Garnish Kashmiri Style Paneer Masala with coriander and a pinch of garam masala and switch off the flame.
Serve Kashmiri Style Paneer Masala Recipe along with Kashmiri Modur Pulao with pomegranate to enjoy your Sunday Meal.",https://www.archanaskitchen.com/kashmiri-style-paneer-masala-recipe,"tomato,salt,kashmiri red chilli powder,bay leaves (tej patta),cardamom (elaichi) podsseeds,paneer,asafoetida (hing),ajwain (carom seeds),fennel seeds (saunf),saffron strands,curd,dry ginger powder,coriander (dhania) leaves,cinnamon stick (dalchini),garam masala powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Kashmiri_Style_Paneer_Masala_Recipe.jpg,15
